restaurant_id,restaurant_name,cuisine,city,area,total_orders,total_cancellations,cancellation_rate_pct,avg_delivery_duration,avg_order_value,avg_quality_risk,restaurant_health_score,distinct_items_served,top_ordered_item
RST01447,Nihari House Saadiyat Island,Pakistani,Abu Dhabi,Saadiyat Island,401,56,13.97,42.87,215.94,0.406,0.6,10,Aloo Gosht
RST01448,Bombay Kitchen Bur Dubai,Indian,Dubai,Bur Dubai,380,52,13.68,42.5,57.94,0.363,0.791,10,Palak Paneer
RST01451,Katsu Corner Al Rashidiya,Japanese,Ajman,Al Rashidiya,399,44,11.03,43.55,78.28,0.341,0.893,10,Beef Gyoza (6pcs)
RST01454,BBQ Tonight Al Rashidiya,Pakistani,Ajman,Al Rashidiya,374,37,9.89,42.07,53.43,0.328,0.929,10,Mutton Biryani
RST01485,Peking House Al Taawun,Chinese,Sharjah,Al Taawun,408,45,11.03,43.87,54.92,0.338,0.865,10,Sweet & Sour Pork
RST01494,Jollibee Express Al Taawun,Filipino,Sharjah,Al Taawun,387,33,8.53,42.53,47.72,0.316,0.939,10,Crispy Pata
RST01502,Punjab Grill Al Barsha,Indian,Dubai,Al Barsha,389,38,9.77,42.41,112.61,0.325,0.933,10,Samosa (2pcs)
RST01508,Al Waha Lebanese Dubai Hills,Lebanese,Dubai,Dubai Hills,353,40,11.33,42.56,236.45,0.405,0.602,10,Mezze Platter
RST01522,Nashville Hot Al Barsha,American,Dubai,Al Barsha,353,44,12.46,42.57,119.56,0.396,0.638,10,Philly Cheesesteak
RST01536,Ihaw Ihaw Discovery Gardens,Filipino,Dubai,Discovery Gardens,377,25,6.63,44.51,51.74,0.343,0.877,10,Halo Halo
RST01549,Sisig Station Arabian Ranches,Filipino,Dubai,Arabian Ranches,416,39,9.38,43.56,99.64,0.356,0.825,10,Crispy Pata
RST01552,Bollywood Bites Al Quoz,Indian,Dubai,Al Quoz,406,47,11.58,40.56,59.47,0.394,0.654,10,Gulab Jamun
RST01562,Punjab Grill Marina,Indian,Dubai,Marina,380,32,8.42,43.59,247.12,0.372,0.745,10,Chicken Biryani
RST01564,Pasta Fresca Al Taawun,Italian,Sharjah,Al Taawun,392,45,11.48,43.33,70.9,0.404,0.628,10,Tiramisu
RST01575,Lahori Chaska Oud Metha,Pakistani,Dubai,Oud Metha,394,29,7.36,42.06,102.45,0.345,0.841,10,Aloo Gosht
RST01581,Dynasty Kitchen Marina,Chinese,Dubai,Marina,394,37,9.39,45.07,250.16,0.377,0.725,10,Spring Rolls (4pcs)
RST01583,Pad Thai House Creek Harbour,Thai,Dubai,Creek Harbour,353,19,5.38,43.55,216.58,0.356,0.798,5,Pad Thai
RST01600,Ihaw Ihaw Jumeirah,Filipino,Dubai,Jumeirah,415,58,13.98,43.09,92.78,0.427,0.569,10,Kare Kare
RST01604,Leila Restaurant Hamdan Street,Lebanese,Abu Dhabi,Hamdan Street,412,36,8.74,43.73,113.96,0.333,0.883,10,Warak Dawali
RST01610,Al Hamra Pakistani Satwa,Pakistani,Dubai,Satwa,380,40,10.53,41.55,51.76,0.391,0.656,10,Daal Chawal
RST01614,Sisig Station Business Bay,Filipino,Dubai,Business Bay,355,34,9.58,41.78,100.32,0.362,0.777,10,Kare Kare
RST01653,Patty Perfect Discovery Gardens,American,Dubai,Discovery Gardens,401,47,11.72,43.42,63.12,0.377,0.745,10,Chocolate Milkshake
RST01669,Khaleeji Bites Khalidiyah,Arabic,Abu Dhabi,Khalidiyah,364,32,8.79,42.21,130.79,0.366,0.735,10,Hummus Platter
RST01677,Taco Loco Corniche,Mexican,Abu Dhabi,Corniche,368,41,11.14,44.68,236.26,0.364,0.794,3,Beef Tacos (3pcs)
RST01679,Green Valley Pakistani Deira,Pakistani,Dubai,Deira,361,44,12.19,42.66,48.26,0.41,0.595,10,Sheer Khurma
RST01695,Jollibee Express Al Majaz,Filipino,Sharjah,Al Majaz,398,45,11.31,44.13,52.93,0.419,0.534,10,Crispy Pata
RST01702,Burger District Al Reem Island,American,Abu Dhabi,Al Reem Island,385,46,11.95,43.73,124.56,0.396,0.647,10,Loaded Fries
RST01713,Peking House Al Rashidiya,Chinese,Ajman,Al Rashidiya,375,43,11.47,42.1,56.18,0.421,0.533,10,Peking Duck Wrap
RST01720,Masala Junction Creek Harbour,Indian,Dubai,Creek Harbour,438,43,9.82,42.54,258.71,0.332,0.879,10,Mango Lassi
RST01727,Liberty Grill Palm Jumeirah,American,Dubai,Palm Jumeirah,394,34,8.63,41.55,253.82,0.364,0.753,10,Onion Rings
RST01755,Dumpling Republic Al Nahda,Chinese,Sharjah,Al Nahda,381,56,14.7,41.26,54.02,0.421,0.508,10,Wonton Soup
RST01785,Lahori Chaska Garhoud,Pakistani,Dubai,Garhoud,400,50,12.5,43.31,100.67,0.397,0.627,10,Haleem
RST01786,Mandi House Creek Harbour,Arabic,Dubai,Creek Harbour,369,33,8.94,40.81,309.24,0.375,0.72,10,Machboos
RST01788,Punjab Grill Deira,Indian,Dubai,Deira,404,45,11.14,41.82,62.56,0.394,0.665,10,Dal Makhani
RST01793,Liberty Grill Palm Jumeirah,American,Dubai,Palm Jumeirah,388,69,17.78,43.07,263.15,0.478,0.325,10,Beef Hot Dog
RST01796,Nobu Express Marina,Japanese,Dubai,Marina,380,27,7.11,42.42,374.51,0.334,0.861,10,Matcha Ice Cream
RST01797,Curry Leaf Khalidiyah,Indian,Abu Dhabi,Khalidiyah,354,55,15.54,43.95,111.79,0.439,0.489,10,Samosa (2pcs)
RST01801,Peshawar Wala Dubai Hills,Pakistani,Dubai,Dubai Hills,416,49,11.78,42.96,238.49,0.384,0.69,10,Mutton Biryani
RST01804,Bedouin Kitchen Al Nahda,Arabic,Sharjah,Al Nahda,388,42,10.82,41.17,63.47,0.351,0.827,10,Kabsa
RST01829,Royal Biryani House Marina,Indian,Dubai,Marina,394,45,11.42,43.04,252.75,0.356,0.794,10,Chicken Tikka Masala
RST01841,Fattoush Kitchen Al Nuaimiya,Lebanese,Ajman,Al Nuaimiya,368,43,11.68,42.02,55.21,0.396,0.66,10,Baba Ghanoush
RST01844,Pizza Express Dubai Jumeirah,Italian,Dubai,Jumeirah,369,49,13.28,43.06,137.16,0.401,0.602,10,Cannoli Siciliani
RST01864,Chai & Spice Mohammed Bin Zayed City,Indian,Abu Dhabi,Mohammed Bin Zayed City,363,38,10.47,43.54,56.91,0.401,0.647,10,Garlic Naan
RST01872,Sakura Sushi Al Nahda Dubai,Japanese,Dubai,Al Nahda Dubai,384,53,13.8,43.29,79.12,0.404,0.633,10,Miso Soup
RST01877,Punjab Grill Al Taawun,Indian,Sharjah,Al Taawun,360,36,10.0,42.01,58.2,0.391,0.696,10,Samosa (2pcs)
RST01901,Bella Napoli Mirdif,Italian,Dubai,Mirdif,411,49,11.92,42.56,138.52,0.339,0.866,10,Caprese Salad
RST01912,Pad Thai House Al Furjan,Thai,Dubai,Al Furjan,376,60,15.96,40.72,104.27,0.437,0.454,5,Tom Yum Soup
RST01916,Desi Zaika Mohammed Bin Zayed City,Pakistani,Abu Dhabi,Mohammed Bin Zayed City,402,51,12.69,42.6,54.6,0.361,0.73,10,Aloo Gosht
RST01925,Chao Fan Express Motor City,Chinese,Dubai,Motor City,399,28,7.02,41.25,115.47,0.318,0.921,10,Mapo Tofu
RST01926,Suhoor Lounge Al Taawun,Arabic,Sharjah,Al Taawun,355,37,10.42,42.42,64.85,0.342,0.828,10,Jareesh
RST01943,Bedouin Kitchen Festival City,Arabic,Dubai,Festival City,365,38,10.41,43.33,283.45,0.373,0.768,10,Falafel Wrap
RST01954,Al Fanar Dubai South,Arabic,Dubai,Dubai South,388,36,9.28,42.06,59.87,0.346,0.832,10,Lamb Mandi
RST01955,Adobo House Muwaileh,Filipino,Sharjah,Muwaileh,418,56,13.4,41.56,51.15,0.438,0.436,10,Lechon Kawali
RST01957,Dim Sum Palace Al Nahda,Chinese,Sharjah,Al Nahda,384,40,10.42,41.37,54.51,0.372,0.754,10,Dim Sum Basket
RST01959,Khaleeji Bites Business Bay,Arabic,Dubai,Business Bay,370,42,11.35,44.72,131.38,0.421,0.531,10,Kabsa
RST01967,Punjab Grill Al Barsha,Indian,Dubai,Al Barsha,414,66,15.94,42.38,115.58,0.45,0.416,10,Chicken Tikka Masala
RST01970,Al Dawaar Grill Muwaileh,Arabic,Sharjah,Muwaileh,381,45,11.81,44.12,64.47,0.408,0.634,10,Dates & Karak
RST01980,Golden Curry Marina,Indian,Dubai,Marina,390,45,11.54,43.69,248.55,0.394,0.667,10,Dal Makhani
RST01983,Punjab Grill Al Nuaimiya,Indian,Ajman,Al Nuaimiya,389,39,10.03,43.24,55.31,0.379,0.701,10,Garlic Naan
RST01990,Peshawar Wala Al Nahda,Pakistani,Sharjah,Al Nahda,371,40,10.78,42.07,51.56,0.358,0.784,10,Paya Soup
RST01998,Beirut Express Al Mushrif,Lebanese,Abu Dhabi,Al Mushrif,356,27,7.58,43.28,115.45,0.337,0.904,10,Knafeh
RST01999,Izakaya House Palm Jumeirah,Japanese,Dubai,Palm Jumeirah,351,44,12.54,43.16,359.76,0.41,0.58,10,Miso Soup
RST00004,Curry Leaf Arabian Ranches,Indian,Dubai,Arabian Ranches,410,59,14.39,45.27,115.69,0.437,0.509,10,Palak Paneer
RST00006,Delhi Darbar Al Shamkha,Indian,Abu Dhabi,Al Shamkha,378,36,9.52,43.29,58.02,0.33,0.912,10,Chicken Tikka Masala
RST00017,Islamabad Grill Business Bay,Pakistani,Dubai,Business Bay,359,47,13.09,41.62,109.3,0.388,0.664,10,Paya Soup
RST00019,Suhoor Lounge Karama,Arabic,Dubai,Karama,369,50,13.55,44.02,64.06,0.367,0.714,10,Jareesh
RST00028,Bangkok Bites Al Reef,Thai,Abu Dhabi,Al Reef,420,70,16.67,43.37,51.58,0.442,0.448,5,Green Curry Chicken
RST00029,Masala Junction Downtown,Indian,Dubai,Downtown,415,53,12.77,44.85,253.97,0.449,0.443,10,Mango Lassi
RST00030,Saffron Table JLT,Indian,Dubai,JLT,366,52,14.21,44.81,108.09,0.435,0.512,10,Chicken Tikka Masala
RST00038,Maharaja Palace Deira,Indian,Dubai,Deira,417,47,11.27,41.32,56.77,0.354,0.79,10,Dal Makhani
RST00045,Ramen Republic Al Muroor,Japanese,Abu Dhabi,Al Muroor,415,41,9.88,42.0,73.33,0.344,0.806,10,Chicken Katsu Curry
RST00052,Bella Napoli Silicon Oasis,Italian,Dubai,Silicon Oasis,404,43,10.64,42.31,68.92,0.397,0.648,10,Caprese Salad
RST00053,Dynasty Kitchen Al Muroor,Chinese,Abu Dhabi,Al Muroor,424,56,13.21,43.06,57.18,0.385,0.704,10,Spring Rolls (4pcs)
RST00062,Katsu Corner Deira,Japanese,Dubai,Deira,370,25,6.76,42.54,78.92,0.314,0.988,10,Tonkotsu Ramen
RST00069,Babel Beirut DIFC,Lebanese,Dubai,DIFC,369,34,9.21,43.74,238.56,0.395,0.712,10,Chicken Tawook
RST00084,Sarap Dito Jumeirah,Filipino,Dubai,Jumeirah,353,45,12.75,43.42,94.33,0.436,0.488,10,Halo Halo
RST00087,Leila Restaurant Al Jurf,Lebanese,Ajman,Al Jurf,359,37,10.31,42.0,62.02,0.393,0.691,10,Manakeesh Zaatar
RST00092,Chai & Spice Creek Harbour,Indian,Dubai,Creek Harbour,401,41,10.22,42.47,243.58,0.38,0.716,10,Lamb Rogan Josh
RST00109,Sawadee Kitchen Saadiyat Island,Thai,Abu Dhabi,Saadiyat Island,405,38,9.38,43.5,219.95,0.357,0.781,5,Pad Thai
RST00115,Royal Biryani House Jumeirah Village Triangle,Indian,Dubai,Jumeirah Village Triangle,377,53,14.06,43.47,108.36,0.433,0.497,10,Chicken Biryani
RST00118,Wasabi Kitchen Silicon Oasis,Japanese,Dubai,Silicon Oasis,396,66,16.67,41.82,73.79,0.43,0.459,10,Salmon Sushi Roll
RST00120,Tandoor House Al Nahda Dubai,Indian,Dubai,Al Nahda Dubai,354,37,10.45,42.24,57.54,0.379,0.738,10,Mango Lassi
RST00124,Nonna Rosa Business Bay,Italian,Dubai,Business Bay,407,45,11.06,44.36,137.36,0.358,0.828,10,Margherita Pizza
RST00129,Babel Beirut Al Taawun,Lebanese,Sharjah,Al Taawun,363,32,8.82,42.59,58.61,0.325,0.911,10,Lamb Kibbeh
RST00143,Al Fanar Al Reem Island,Arabic,Abu Dhabi,Al Reem Island,405,38,9.38,43.77,127.25,0.379,0.73,10,Falafel Wrap
RST00154,Masala Junction Al Barsha,Indian,Dubai,Al Barsha,361,27,7.48,41.78,118.35,0.33,0.898,10,Garlic Naan
RST00158,Peking House Al Rashidiya,Chinese,Ajman,Al Rashidiya,398,39,9.8,43.11,53.82,0.379,0.746,10,Spring Rolls (4pcs)
RST00175,Shawarma Station Muwaileh,Arabic,Sharjah,Muwaileh,363,48,13.22,42.39,62.7,0.404,0.578,10,Hummus Platter
RST00177,Spice Route Bur Dubai,Indian,Dubai,Bur Dubai,413,28,6.78,42.08,55.24,0.322,0.93,10,Samosa (2pcs)
RST00178,Dim Sum Palace JLT,Chinese,Dubai,JLT,374,34,9.09,42.61,111.26,0.325,0.9,10,Kung Pao Chicken
RST00182,Spice Route Jumeirah,Indian,Dubai,Jumeirah,376,59,15.69,43.28,113.54,0.464,0.403,10,Garlic Naan
RST00247,Arabian Nights Kitchen Shahama,Arabic,Abu Dhabi,Shahama,375,60,16.0,44.04,59.93,0.419,0.606,10,Dates & Karak
RST00258,Mumbai Street Food Downtown,Indian,Dubai,Downtown,406,45,11.08,45.04,240.45,0.368,0.765,10,Garlic Naan
RST00301,Tandoor House DIFC,Indian,Dubai,DIFC,379,39,10.29,42.48,258.39,0.345,0.861,10,Mango Lassi
RST00324,Emirati Table Sports City,Arabic,Dubai,Sports City,391,36,9.21,41.77,129.35,0.357,0.787,10,Dates & Karak
RST00326,Saffron Table Khalifa City,Indian,Abu Dhabi,Khalifa City,353,26,7.37,42.4,116.12,0.313,0.962,10,Chicken Biryani
RST00333,Patty Perfect Palm Jumeirah,American,Dubai,Palm Jumeirah,391,60,15.35,43.29,246.9,0.421,0.55,10,Mac & Cheese
RST00351,Nihari House Discovery Gardens,Pakistani,Dubai,Discovery Gardens,430,54,12.56,42.96,51.86,0.44,0.451,10,Chapli Kebab
RST00397,Mumbai Street Food Al Nahda,Indian,Sharjah,Al Nahda,368,30,8.15,42.98,57.75,0.328,0.909,10,Gulab Jamun
RST00421,Burger District Discovery Gardens,American,Dubai,Discovery Gardens,365,38,10.41,44.77,63.11,0.351,0.802,10,BBQ Chicken Wings
RST00428,BBQ Tonight Al Nahda Dubai,Pakistani,Dubai,Al Nahda Dubai,385,42,10.91,45.01,50.89,0.387,0.699,10,Mutton Biryani
RST00448,Golden Curry Muwaileh,Indian,Sharjah,Muwaileh,397,41,10.33,43.4,57.66,0.342,0.848,10,Samosa (2pcs)
RST00453,Tawlet Al Furjan,Lebanese,Dubai,Al Furjan,384,41,10.68,42.66,112.66,0.401,0.636,10,Manakeesh Zaatar
RST00462,Wok to Walk Jumeirah,Chinese,Dubai,Jumeirah,402,50,12.44,43.17,106.25,0.39,0.62,10,Sweet & Sour Pork
RST00463,Sawadee Kitchen Marina,Thai,Dubai,Marina,379,41,10.82,44.51,212.44,0.357,0.815,5,Green Curry Chicken
RST00465,Pinoy Kitchen Al Nuaimiya,Filipino,Ajman,Al Nuaimiya,352,60,17.05,42.2,50.45,0.491,0.24,10,Crispy Pata
RST00470,Namaste Kitchen Downtown,Indian,Dubai,Downtown,356,41,11.52,42.13,256.77,0.439,0.459,10,Dal Makhani
RST00478,Smash & Stack Mirdif,American,Dubai,Mirdif,387,42,10.85,43.12,123.44,0.344,0.859,10,Classic Smash Burger
RST00483,Tagalog Tastes Satwa,Filipino,Dubai,Satwa,398,60,15.08,44.58,50.03,0.422,0.565,10,Sisig Rice Bowl
RST00494,Saffron Table Al Majaz,Indian,Sharjah,Al Majaz,360,31,8.61,41.43,56.7,0.363,0.739,10,Gulab Jamun
RST00495,Vesuvio Kitchen Al Rashidiya,Italian,Ajman,Al Rashidiya,384,58,15.1,43.1,74.11,0.438,0.45,10,Margherita Pizza
RST00505,Leila Restaurant DIFC,Lebanese,Dubai,DIFC,384,30,7.81,43.84,248.32,0.329,0.891,10,Warak Dawali
RST00510,Bedouin Kitchen JLT,Arabic,Dubai,JLT,398,51,12.81,42.76,125.84,0.416,0.574,10,Jareesh
RST00512,Mumbai Street Food Deira,Indian,Dubai,Deira,385,30,7.79,43.31,59.65,0.354,0.825,10,Chicken Tikka Masala
RST00521,Dim Sum Palace Downtown,Chinese,Dubai,Downtown,376,45,11.97,43.69,230.22,0.401,0.689,10,Spring Rolls (4pcs)
RST00531,Lutong Bahay DIFC,Filipino,Dubai,DIFC,410,58,14.15,44.34,198.16,0.418,0.553,10,Sinigang na Baboy
RST00541,Maharaja Palace Hamdan Street,Indian,Abu Dhabi,Hamdan Street,374,46,12.3,43.21,113.88,0.407,0.614,10,Garlic Naan
RST00547,Maharaja Palace Oud Metha,Indian,Dubai,Oud Metha,387,53,13.7,42.36,114.74,0.454,0.408,10,Chicken Tikka Masala
RST00558,Bedouin Kitchen Mirdif,Arabic,Dubai,Mirdif,383,43,11.23,43.61,128.23,0.367,0.77,10,Falafel Wrap
RST00563,Fattoush Kitchen JLT,Lebanese,Dubai,JLT,358,37,10.34,42.68,119.45,0.342,0.844,10,Fattoush Salad
RST00577,Smash & Stack Al Shamkha,American,Abu Dhabi,Al Shamkha,381,36,9.45,41.42,61.67,0.394,0.621,10,Crispy Chicken Sandwich
RST00598,Fattoush Kitchen Marina,Lebanese,Dubai,Marina,333,47,14.11,45.25,246.87,0.491,0.287,10,Baba Ghanoush
RST00602,Emirati Table Al Jurf,Arabic,Ajman,Al Jurf,376,42,11.17,43.6,62.92,0.385,0.684,10,Kabsa
RST00610,Dynasty Kitchen Downtown,Chinese,Dubai,Downtown,417,67,16.07,41.24,232.47,0.445,0.438,10,Fried Rice Special
RST00613,Tandoor House Business Bay,Indian,Dubai,Business Bay,366,33,9.02,43.84,113.56,0.377,0.73,10,Palak Paneer
RST00615,Al Dawaar Grill Al Rashidiya,Arabic,Ajman,Al Rashidiya,393,49,12.47,43.4,65.72,0.44,0.438,10,Grilled Hammour
RST00623,Yakitori Yoshi Al Taawun,Japanese,Sharjah,Al Taawun,369,36,9.76,43.86,76.5,0.315,0.965,10,Miso Soup
RST00630,Curry Leaf Palm Jumeirah,Indian,Dubai,Palm Jumeirah,355,36,10.14,42.12,252.73,0.368,0.768,10,Mango Lassi
RST00664,Nashville Hot Business Bay,American,Dubai,Business Bay,405,42,10.37,41.87,116.06,0.356,0.777,10,Nashville Hot Tenders
RST00672,Tandoor House Dubai Hills,Indian,Dubai,Dubai Hills,386,58,15.03,43.57,255.39,0.442,0.402,10,Dal Makhani
RST00676,Beirut Express Al Barsha,Lebanese,Dubai,Al Barsha,377,38,10.08,43.43,114.71,0.344,0.825,10,Mezze Platter
RST00681,Suhoor Lounge Oud Metha,Arabic,Dubai,Oud Metha,379,47,12.4,43.32,126.63,0.327,0.961,10,Kabsa
RST00689,Arabian Nights Kitchen Arabian Ranches,Arabic,Dubai,Arabian Ranches,371,54,14.56,42.17,128.17,0.422,0.55,10,Lamb Mandi
RST00690,Lucky Wok Al Quoz,Chinese,Dubai,Al Quoz,405,49,12.1,42.04,53.99,0.41,0.57,10,Peking Duck Wrap
RST00697,Desi Zaika Muwaileh,Pakistani,Sharjah,Muwaileh,400,76,19.0,44.35,52.23,0.472,0.338,10,Aloo Gosht
RST00700,Sashimi Bar Al Nahda,Japanese,Sharjah,Al Nahda,347,55,15.85,42.95,78.79,0.475,0.377,10,Chicken Katsu Curry
RST00702,Pasta Fresca Al Majaz,Italian,Sharjah,Al Majaz,370,47,12.7,41.37,72.7,0.395,0.613,10,Caprese Salad
RST00714,Chao Fan Express Dubai South,Chinese,Dubai,Dubai South,392,45,11.48,42.3,52.9,0.386,0.662,10,Spring Rolls (4pcs)
RST00715,Spice Route Electra Street,Indian,Abu Dhabi,Electra Street,377,38,10.08,43.19,114.71,0.415,0.571,10,Palak Paneer
RST00723,Khaleeji Bites Shahama,Arabic,Abu Dhabi,Shahama,384,47,12.24,42.31,64.34,0.406,0.618,10,Hummus Platter
RST00726,Sarap Dito Muwaileh,Filipino,Sharjah,Muwaileh,380,53,13.95,44.31,50.98,0.455,0.427,10,Kare Kare
RST00732,Saffron Table Hamdan Street,Indian,Abu Dhabi,Hamdan Street,433,71,16.4,42.47,117.29,0.457,0.382,10,Chicken Tikka Masala
RST00738,Emirati Table Marina,Arabic,Dubai,Marina,393,61,15.52,41.38,314.15,0.421,0.547,10,Grilled Hammour
RST00743,Peking House Downtown,Chinese,Dubai,Downtown,410,49,11.95,43.18,229.47,0.392,0.626,10,Mapo Tofu
RST00758,Lutong Bahay Business Bay,Filipino,Dubai,Business Bay,390,45,11.54,43.39,99.96,0.342,0.877,10,Crispy Pata
RST00761,Trattoria Roma Jumeirah Village Circle,Italian,Dubai,Jumeirah Village Circle,369,43,11.65,42.84,137.49,0.38,0.675,10,Tiramisu
RST00790,Patty Perfect Satwa,American,Dubai,Satwa,388,49,12.63,42.91,58.34,0.382,0.685,10,Crispy Chicken Sandwich
RST00814,Peshawar Wala Al Majaz,Pakistani,Sharjah,Al Majaz,364,24,6.59,42.19,49.54,0.348,0.844,10,Seekh Kebab
RST00817,Chai & Spice JLT,Indian,Dubai,JLT,376,47,12.5,42.69,114.44,0.397,0.647,10,Dal Makhani
RST00818,Suhoor Lounge Al Khalidiyah,Arabic,Abu Dhabi,Al Khalidiyah,396,69,17.42,42.74,121.57,0.427,0.507,10,Dates & Karak
RST00826,Cedar Tree Business Bay,Lebanese,Dubai,Business Bay,358,47,13.13,40.56,113.45,0.333,0.906,10,Baba Ghanoush
RST00827,Al Dawaar Grill Mohammed Bin Zayed City,Arabic,Abu Dhabi,Mohammed Bin Zayed City,354,42,11.86,41.49,63.8,0.363,0.754,10,Grilled Hammour
RST00829,Liberty Grill Palm Jumeirah,American,Dubai,Palm Jumeirah,394,65,16.5,43.26,254.2,0.475,0.293,10,Nashville Hot Tenders
RST00832,Al Dawaar Grill Marina,Arabic,Dubai,Marina,363,40,11.02,43.44,300.33,0.43,0.501,10,Kabsa
RST00834,Bombay Kitchen Al Majaz,Indian,Sharjah,Al Majaz,380,38,10.0,43.91,58.41,0.39,0.644,10,Dal Makhani
RST00843,Haleem Express Dubai Hills,Pakistani,Dubai,Dubai Hills,390,51,13.08,42.11,228.45,0.408,0.573,10,Karahi Chicken
RST00851,Lutong Bahay Khalifa City,Filipino,Abu Dhabi,Khalifa City,360,40,11.11,44.79,100.1,0.351,0.81,10,Sinigang na Baboy
RST00871,Pinoy Kitchen Jumeirah,Filipino,Dubai,Jumeirah,361,29,8.03,44.19,96.69,0.369,0.775,10,Beef Caldereta
RST00886,Sawadee Kitchen Mohammed Bin Zayed City,Thai,Abu Dhabi,Mohammed Bin Zayed City,367,44,11.99,43.35,52.6,0.342,0.886,5,Tom Yum Soup
RST00899,Namaste Kitchen Al Khalidiyah,Indian,Abu Dhabi,Al Khalidiyah,388,27,6.96,42.71,119.98,0.317,0.945,10,Chicken Tikka Masala
RST00904,Dynasty Kitchen Deira,Chinese,Dubai,Deira,385,38,9.87,43.47,53.17,0.35,0.819,10,Dim Sum Basket
RST00907,Lanka Bites Marina,Sri Lankan,Dubai,Marina,388,44,11.34,43.14,183.68,0.377,0.693,3,Fish Ambul Thiyal
RST00909,Golden Dragon Khalidiyah,Chinese,Abu Dhabi,Khalidiyah,388,44,11.34,44.31,112.72,0.345,0.863,10,Steamed Dumplings
RST00911,Golden Curry Jumeirah,Indian,Dubai,Jumeirah,378,52,13.76,42.26,117.64,0.399,0.612,10,Butter Chicken
RST00917,Royal Biryani House Nad Al Sheba,Indian,Dubai,Nad Al Sheba,391,37,9.46,44.08,109.3,0.351,0.824,10,Mango Lassi
RST00923,Nonna Rosa Al Barsha,Italian,Dubai,Al Barsha,395,42,10.63,42.42,145.16,0.394,0.677,10,Margherita Pizza
RST00925,Five Guys Kitchen Al Rashidiya,American,Ajman,Al Rashidiya,396,50,12.63,42.76,59.93,0.401,0.602,10,Beef Hot Dog
RST00927,Maharaja Palace Al Reem Island,Indian,Abu Dhabi,Al Reem Island,412,41,9.95,44.47,118.13,0.354,0.857,10,Garlic Naan
RST00948,Desi Zaika Creek Harbour,Pakistani,Dubai,Creek Harbour,386,44,11.4,43.16,207.68,0.353,0.812,10,Mutton Biryani
RST00949,Pampanga Kitchen Jumeirah,Filipino,Dubai,Jumeirah,364,45,12.36,43.0,96.42,0.402,0.586,10,Halo Halo
RST00950,Suhoor Lounge DIFC,Arabic,Dubai,DIFC,369,35,9.49,44.03,294.83,0.354,0.821,10,Dates & Karak
RST00955,All American Diner Business Bay,American,Dubai,Business Bay,405,60,14.81,42.84,122.65,0.431,0.488,10,Nashville Hot Tenders
RST00984,Bollywood Bites Tourist Club Area,Indian,Abu Dhabi,Tourist Club Area,386,40,10.36,41.91,112.08,0.334,0.901,10,Palak Paneer
RST01007,Zaatar w Zeit Al Taawun,Lebanese,Sharjah,Al Taawun,365,32,8.77,43.83,58.18,0.328,0.892,10,Chicken Tawook
RST01017,Bombay Kitchen Al Shamkha,Indian,Abu Dhabi,Al Shamkha,408,38,9.31,42.27,58.35,0.34,0.836,10,Dal Makhani
RST01049,Al Hamra Pakistani Festival City,Pakistani,Dubai,Festival City,384,41,10.68,42.37,231.84,0.36,0.793,10,Chapli Kebab
RST01051,Byblos on the Sea Arabian Ranches,Lebanese,Dubai,Arabian Ranches,386,39,10.1,43.19,119.5,0.379,0.72,10,Warak Dawali
RST01055,Liberty Grill Festival City,American,Dubai,Festival City,364,26,7.14,42.6,261.44,0.326,0.946,10,Chocolate Milkshake
RST01057,Nonna Rosa Corniche,Italian,Abu Dhabi,Corniche,411,42,10.22,43.85,334.54,0.383,0.727,10,Lasagne al Forno
RST01064,Burger District Al Nahda,American,Sharjah,Al Nahda,385,49,12.73,44.6,60.44,0.43,0.526,10,Classic Smash Burger
RST01067,Bollywood Bites Garhoud,Indian,Dubai,Garhoud,360,41,11.39,42.51,120.3,0.374,0.721,10,Butter Chicken
RST01091,BBQ Tonight Al Nahda Dubai,Pakistani,Dubai,Al Nahda Dubai,383,54,14.1,43.26,52.44,0.44,0.471,10,Daal Chawal
RST01094,Mezze House Tourist Club Area,Lebanese,Abu Dhabi,Tourist Club Area,416,49,11.78,43.44,115.89,0.415,0.562,10,Shanklish Salad
RST01107,Mezze House Marina,Lebanese,Dubai,Marina,395,51,12.91,45.07,236.35,0.438,0.499,10,Kafta Wrap
RST01113,Sawadee Kitchen Al Taawun,Thai,Sharjah,Al Taawun,363,51,14.05,43.01,51.99,0.424,0.54,5,Thai Basil Fried Rice
RST01115,Adobo House Al Nahda,Filipino,Sharjah,Al Nahda,406,39,9.61,43.32,48.13,0.344,0.867,10,Chicken Adobo
RST01117,Golden Curry Satwa,Indian,Dubai,Satwa,414,60,14.49,44.57,57.39,0.4,0.639,10,Gulab Jamun
RST01138,Ihaw Ihaw Palm Jumeirah,Filipino,Dubai,Palm Jumeirah,335,38,11.34,42.67,206.91,0.34,0.831,10,Beef Caldereta
RST01149,Dynasty Kitchen Al Taawun,Chinese,Sharjah,Al Taawun,359,40,11.14,44.69,51.33,0.393,0.633,10,Dim Sum Basket
RST01160,Vesuvio Kitchen JLT,Italian,Dubai,JLT,398,41,10.3,43.55,144.62,0.353,0.803,10,Penne Arrabbiata
RST01162,Babel Beirut Al Nahda,Lebanese,Sharjah,Al Nahda,400,34,8.5,42.15,56.61,0.348,0.832,10,Kafta Wrap
