user_id,total_orders,avg_order_value,total_spend,total_cancellations,cancellation_rate_pct,weekend_orders,ramadan_orders,avg_delivery_duration,avg_risk_score,user_subscription,city,payment_method,churn_risk,top_cuisine
USR018053,20,121.1,2422.09,3,15.0,7,4,42.55,0.36,1,Abu Dhabi,Apple Pay,0,Indian
USR018054,21,106.91,2245.19,1,4.76,6,2,42.43,0.398,0,Abu Dhabi,In-App Wallet,0,American
USR018058,26,129.45,3365.77,2,7.69,5,2,43.43,0.407,0,Dubai,Apple Pay,0,Indian
USR018061,26,101.67,2643.34,1,3.85,10,2,45.65,0.384,0,Sharjah,Credit Card,0,Chinese
USR018062,35,111.43,3900.06,1,2.86,7,1,44.33,0.363,0,Abu Dhabi,Credit Card,0,Indian
USR018063,29,129.59,3758.0,4,13.79,9,3,43.17,0.387,1,Dubai,In-App Wallet,0,Filipino
USR018065,22,162.15,3567.38,4,18.18,5,6,35.84,0.379,1,Dubai,Credit Card,0,Chinese
USR018066,28,118.41,3315.59,3,10.71,10,2,42.56,0.383,1,Abu Dhabi,In-App Wallet,0,Indian
USR018069,21,166.0,3486.0,4,19.05,8,3,46.17,0.37,1,Dubai,Apple Pay,0,Arabic
USR018075,15,150.49,2257.31,2,13.33,5,2,40.07,0.333,0,Sharjah,Credit Card,1,Arabic
USR018078,13,186.14,2419.79,4,30.77,4,3,37.16,0.318,0,Dubai,In-App Wallet,1,Indian
USR018079,29,146.51,4248.88,5,17.24,5,1,38.92,0.389,1,Abu Dhabi,Apple Pay,0,Indian
USR018080,22,121.37,2670.07,2,9.09,8,3,47.61,0.388,1,Sharjah,Credit Card,0,Indian
USR018081,23,119.75,2754.29,3,13.04,6,5,43.9,0.373,0,Dubai,In-App Wallet,0,Indian
USR018086,11,156.56,1722.19,1,9.09,5,1,41.71,0.4,0,Dubai,Credit Card,1,Indian
USR018090,31,150.8,4674.84,8,25.81,5,2,35.88,0.391,0,Abu Dhabi,Credit Card,0,Indian
USR018091,26,213.97,5563.23,4,15.38,4,2,42.98,0.381,1,Dubai,Credit Card,0,Indian
USR018096,38,168.48,6402.05,5,13.16,13,3,43.91,0.4,1,Abu Dhabi,Apple Pay,0,Indian
USR018100,25,118.59,2964.69,4,16.0,14,2,45.42,0.379,0,Dubai,Credit Card,0,Indian
USR018101,17,115.13,1957.23,2,11.76,6,5,49.42,0.409,0,Dubai,Credit Card,1,Indian
USR018104,6,124.67,748.03,1,16.67,2,1,43.68,0.407,1,Dubai,Credit Card,1,Arabic
USR018106,32,129.95,4158.49,2,6.25,5,3,49.89,0.427,0,Dubai,Apple Pay,0,Arabic
USR018108,39,117.34,4576.19,4,10.26,13,3,42.58,0.393,1,Dubai,Credit Card,0,Indian
USR018109,28,135.95,3806.64,2,7.14,7,3,36.76,0.343,1,Abu Dhabi,In-App Wallet,0,Arabic
USR018110,21,132.78,2788.42,3,14.29,10,1,47.74,0.382,1,Dubai,Credit Card,0,Lebanese
USR018111,9,124.65,1121.89,3,33.33,5,1,44.16,0.384,1,Dubai,In-App Wallet,1,Indian
USR018112,17,92.36,1570.13,0,0.0,5,3,45.46,0.379,1,Dubai,Credit Card,1,Indian
USR018119,20,78.23,1564.62,2,10.0,8,2,39.0,0.401,1,Dubai,Debit Card,0,Indian
USR018120,35,110.46,3866.13,3,8.57,10,3,42.74,0.37,1,Dubai,In-App Wallet,0,Indian
USR018121,34,112.94,3839.9,4,11.76,7,1,43.34,0.4,0,Abu Dhabi,Apple Pay,0,Indian
USR018123,17,109.66,1864.18,2,11.76,7,0,52.44,0.374,0,Dubai,Credit Card,1,Filipino
USR018126,27,180.21,4865.66,1,3.7,11,4,41.06,0.353,1,Dubai,Apple Pay,0,Indian
USR018131,26,109.47,2846.29,2,7.69,7,2,48.36,0.373,1,Abu Dhabi,In-App Wallet,0,Pakistani
USR018133,10,108.55,1085.45,1,10.0,3,2,35.52,0.381,1,Dubai,In-App Wallet,1,Lebanese
USR018136,31,121.91,3779.28,4,12.9,10,2,35.7,0.381,0,Abu Dhabi,Apple Pay,0,Pakistani
USR018137,24,184.97,4439.31,3,12.5,4,2,41.46,0.34,1,Dubai,Credit Card,0,Indian
USR018141,24,104.8,2515.21,2,8.33,9,0,37.2,0.354,1,Dubai,In-App Wallet,0,Indian
USR018146,34,133.27,4531.29,5,14.71,13,2,46.03,0.388,1,Dubai,Apple Pay,0,Indian
USR018148,31,138.75,4301.12,2,6.45,11,2,42.74,0.346,1,Abu Dhabi,In-App Wallet,0,Indian
USR018154,34,124.5,4232.87,5,14.71,12,2,36.21,0.351,1,Dubai,Credit Card,0,Indian
USR018164,34,131.01,4454.48,2,5.88,19,2,42.71,0.399,1,Ajman,Credit Card,0,Chinese
USR018165,15,100.86,1512.86,3,20.0,6,2,43.5,0.401,1,Sharjah,Credit Card,1,Indian
USR018173,25,120.74,3018.6,4,16.0,10,2,41.1,0.343,1,Sharjah,Apple Pay,0,Indian
USR018175,11,91.02,1001.23,2,18.18,4,2,41.56,0.403,0,Dubai,Credit Card,1,Indian
USR018176,26,154.48,4016.37,6,23.08,9,2,37.28,0.376,1,Sharjah,Apple Pay,0,Filipino
USR018177,25,101.57,2539.17,2,8.0,12,8,41.12,0.372,1,Sharjah,Debit Card,0,Indian
USR018183,16,109.4,1750.39,5,31.25,7,2,41.39,0.405,1,Dubai,Apple Pay,0,Arabic
USR018202,10,123.34,1233.43,1,10.0,1,2,40.0,0.438,0,Dubai,In-App Wallet,1,Arabic
USR018203,12,122.33,1467.9,1,8.33,1,3,40.14,0.371,0,Dubai,Apple Pay,1,Indian
USR018208,35,118.98,4164.41,6,17.14,9,5,46.65,0.391,1,Dubai,Credit Card,0,Indian
USR018209,24,93.84,2252.23,2,8.33,8,1,41.24,0.375,1,Dubai,In-App Wallet,0,Indian
USR018210,38,100.82,3831.19,3,7.89,13,4,41.76,0.379,1,Sharjah,Apple Pay,0,Indian
USR018211,35,126.48,4426.69,1,2.86,9,6,43.67,0.367,0,Sharjah,Apple Pay,0,Indian
USR018218,29,165.71,4805.68,6,20.69,7,2,41.87,0.386,1,Ajman,Debit Card,0,Indian
USR018219,17,96.5,1640.58,2,11.76,3,2,43.24,0.371,1,Dubai,In-App Wallet,0,Indian
USR018221,21,113.43,2382.01,1,4.76,7,2,50.73,0.359,1,Dubai,Credit Card,0,Indian
USR018223,35,152.2,5327.08,4,11.43,7,3,41.98,0.384,1,Abu Dhabi,Apple Pay,0,Indian
USR018225,24,99.62,2390.95,2,8.33,5,4,43.85,0.388,0,Abu Dhabi,Credit Card,0,Arabic
USR018227,19,122.01,2318.13,2,10.53,8,0,46.49,0.39,0,Dubai,Apple Pay,0,Indian
USR018229,32,125.24,4007.76,5,15.63,11,2,43.99,0.377,0,Sharjah,Apple Pay,0,Indian
USR018233,34,103.04,3503.46,5,14.71,12,4,44.75,0.405,1,Dubai,Credit Card,0,Indian
USR018237,10,64.11,641.13,0,0.0,0,3,36.24,0.383,1,Abu Dhabi,In-App Wallet,1,Lebanese
USR018249,22,149.4,3286.77,1,4.55,8,4,44.87,0.421,1,Abu Dhabi,Apple Pay,1,Indian
USR018251,12,74.79,897.47,1,8.33,3,0,42.86,0.409,1,Dubai,Apple Pay,1,Filipino
USR018254,35,97.96,3428.52,5,14.29,13,3,37.73,0.338,1,Dubai,In-App Wallet,0,Indian
USR018261,30,89.33,2679.76,5,16.67,9,5,45.15,0.386,1,Dubai,Credit Card,0,Indian
USR018262,31,117.83,3652.84,2,6.45,9,3,40.49,0.374,1,Dubai,Debit Card,0,Indian
USR018267,17,136.63,2322.66,1,5.88,7,4,43.33,0.393,0,Sharjah,Credit Card,1,Indian
USR018268,24,131.4,3153.64,3,12.5,6,0,41.45,0.355,1,Dubai,Apple Pay,0,Indian
USR018273,29,108.84,3156.32,5,17.24,8,4,35.23,0.347,0,Ajman,Credit Card,0,Indian
USR018276,28,119.23,3338.45,4,14.29,5,1,48.51,0.421,1,Dubai,In-App Wallet,0,Indian
USR018278,34,95.62,3251.15,3,8.82,9,4,44.21,0.371,0,Dubai,Credit Card,0,Indian
USR018281,21,94.17,1977.54,1,4.76,8,2,40.61,0.423,0,Sharjah,Apple Pay,0,Indian
USR018283,33,95.81,3161.65,2,6.06,9,2,41.92,0.358,0,Sharjah,Credit Card,0,Indian
USR018287,23,91.37,2101.48,0,0.0,8,4,38.17,0.37,1,Dubai,Credit Card,0,American
USR018288,35,176.46,6176.13,6,17.14,11,4,46.12,0.398,0,Abu Dhabi,Credit Card,0,Indian
USR018289,10,132.18,1321.78,1,10.0,3,3,33.34,0.342,1,Abu Dhabi,In-App Wallet,1,Indian
USR018292,33,135.53,4472.36,4,12.12,16,2,37.81,0.363,0,Dubai,In-App Wallet,0,Indian
USR018298,32,149.36,4779.55,4,12.5,12,2,46.2,0.414,1,Abu Dhabi,In-App Wallet,0,Indian
USR018299,21,121.97,2561.35,1,4.76,4,1,44.53,0.355,0,Dubai,In-App Wallet,0,Filipino
USR018300,33,100.16,3305.38,5,15.15,12,2,40.7,0.414,0,Ajman,Credit Card,0,Indian
USR018301,32,90.1,2883.3,2,6.25,10,2,48.24,0.405,0,Abu Dhabi,Apple Pay,0,Indian
USR018303,26,134.3,3491.68,4,15.38,7,2,42.7,0.411,0,Dubai,Apple Pay,0,Indian
USR018304,35,129.23,4523.14,6,17.14,5,4,48.21,0.389,1,Dubai,Credit Card,0,American
USR018307,13,173.47,2255.13,3,23.08,3,1,45.18,0.364,0,Dubai,Credit Card,1,Pakistani
USR018311,18,107.92,1942.61,3,16.67,4,2,44.51,0.41,1,Abu Dhabi,Apple Pay,1,Pakistani
USR018320,19,107.34,2039.48,1,5.26,7,1,43.81,0.4,0,Sharjah,Credit Card,1,Indian
USR018323,32,123.66,3957.23,1,3.13,9,1,43.09,0.329,1,Dubai,Credit Card,0,Indian
USR018325,36,130.71,4705.6,5,13.89,7,3,44.47,0.411,1,Dubai,Credit Card,0,Indian
USR018328,32,97.39,3116.5,4,12.5,13,2,46.32,0.391,0,Abu Dhabi,Credit Card,0,Indian
USR018332,32,95.78,3064.83,1,3.13,9,0,40.75,0.379,1,Ajman,Credit Card,0,Indian
USR018333,39,125.86,4908.62,3,7.69,12,5,36.17,0.352,1,Abu Dhabi,Apple Pay,0,American
USR018334,24,70.91,1701.79,4,16.67,10,2,36.96,0.353,1,Dubai,Credit Card,0,Indian
USR018336,32,131.33,4202.56,1,3.13,13,3,46.44,0.381,0,Sharjah,Credit Card,0,Indian
USR018337,13,145.22,1887.88,0,0.0,3,0,41.24,0.377,1,Dubai,Apple Pay,1,Indian
USR018341,26,155.59,4045.42,1,3.85,11,2,45.38,0.377,1,Dubai,Apple Pay,0,Lebanese
USR018343,39,141.42,5515.19,4,10.26,11,5,42.09,0.375,1,Dubai,Credit Card,0,Indian
USR018346,10,188.84,1888.38,1,10.0,2,4,50.65,0.421,1,Dubai,In-App Wallet,1,Indian
USR018347,37,99.11,3667.0,4,10.81,14,5,40.01,0.378,1,Dubai,In-App Wallet,0,Lebanese
USR018349,26,140.2,3645.26,5,19.23,10,3,36.83,0.372,1,Dubai,In-App Wallet,0,Indian
USR018351,28,104.37,2922.38,3,10.71,7,3,43.65,0.381,1,Dubai,Credit Card,0,Indian
USR018354,43,117.46,5050.65,5,11.63,10,3,42.19,0.401,0,Abu Dhabi,Credit Card,0,Indian
USR018356,25,108.46,2711.49,3,12.0,7,3,37.74,0.368,1,Abu Dhabi,Apple Pay,0,Indian
USR018366,10,183.96,1839.6,2,20.0,2,4,41.69,0.35,0,Dubai,Credit Card,1,Indian
USR018371,26,97.04,2522.94,2,7.69,6,2,39.39,0.314,0,Abu Dhabi,Apple Pay,0,Indian
USR018373,32,158.29,5065.32,4,12.5,13,3,49.77,0.354,1,Abu Dhabi,In-App Wallet,0,Indian
USR018379,36,82.6,2973.62,2,5.56,14,5,49.62,0.385,0,Dubai,Credit Card,0,American
USR018385,32,107.23,3431.24,5,15.63,6,1,42.04,0.406,1,Dubai,Credit Card,0,Filipino
USR018386,20,154.44,3088.77,2,10.0,9,2,45.52,0.386,0,Dubai,Apple Pay,0,Indian
USR018391,22,126.11,2774.41,4,18.18,5,1,44.51,0.379,0,Abu Dhabi,In-App Wallet,0,Arabic
USR018394,22,90.65,1994.34,4,18.18,5,1,45.77,0.394,0,Sharjah,Apple Pay,0,Indian
USR018414,32,108.55,3473.65,2,6.25,6,6,44.27,0.396,0,Sharjah,Apple Pay,0,Indian
USR018416,31,109.01,3379.43,4,12.9,12,1,37.33,0.368,1,Dubai,Apple Pay,0,Indian
USR018418,36,120.82,4349.6,2,5.56,9,1,39.18,0.386,0,Dubai,Apple Pay,0,Pakistani
USR018419,21,157.08,3298.59,3,14.29,5,2,45.48,0.457,0,Abu Dhabi,Credit Card,0,Arabic
USR018420,31,142.36,4413.18,3,9.68,9,4,45.28,0.392,0,Dubai,In-App Wallet,0,Indian
USR018424,19,102.22,1942.17,5,26.32,8,2,46.48,0.38,1,Dubai,Apple Pay,1,Indian
USR018430,32,111.91,3580.99,4,12.5,9,3,47.8,0.381,0,Abu Dhabi,Debit Card,0,Indian
USR018436,35,125.95,4408.27,8,22.86,5,0,36.35,0.342,1,Dubai,Apple Pay,0,Indian
USR018443,33,114.52,3779.18,3,9.09,14,3,41.26,0.39,0,Abu Dhabi,Credit Card,0,Arabic
USR018445,22,120.64,2654.06,6,27.27,8,1,41.43,0.317,0,Abu Dhabi,Debit Card,0,Chinese
USR018449,27,108.14,2919.88,4,14.81,10,5,44.02,0.377,0,Dubai,In-App Wallet,0,Indian
USR018450,28,130.72,3660.27,4,14.29,5,2,37.31,0.343,1,Dubai,Credit Card,0,Indian
USR018454,22,148.69,3271.25,0,0.0,7,2,43.41,0.379,0,Dubai,Credit Card,0,Indian
USR018456,27,108.63,2933.12,4,14.81,8,4,39.5,0.395,1,Dubai,In-App Wallet,1,Indian
USR018459,21,107.6,2259.55,2,9.52,7,3,42.53,0.366,0,Sharjah,Apple Pay,1,Indian
USR018460,33,115.57,3813.76,3,9.09,10,5,40.02,0.345,0,Sharjah,Debit Card,0,Indian
USR018464,32,101.59,3250.94,4,12.5,8,4,40.91,0.368,0,Abu Dhabi,Credit Card,0,Indian
USR018466,30,142.74,4282.26,3,10.0,10,4,41.17,0.368,0,Dubai,In-App Wallet,0,Arabic
USR018469,26,125.26,3256.8,3,11.54,10,2,44.75,0.413,0,Ajman,Apple Pay,0,Indian
USR018483,30,100.05,3001.5,5,16.67,9,3,42.48,0.44,0,Abu Dhabi,Credit Card,0,Indian
USR018489,31,134.3,4163.24,6,19.35,7,2,42.59,0.399,1,Abu Dhabi,Credit Card,0,Indian
USR018491,23,114.57,2635.04,4,17.39,9,1,41.96,0.393,1,Abu Dhabi,Credit Card,0,Pakistani
USR018495,40,102.92,4116.63,5,12.5,8,5,40.38,0.378,1,Abu Dhabi,Credit Card,0,Indian
USR018496,25,141.23,3530.65,2,8.0,5,2,47.15,0.369,1,Abu Dhabi,Credit Card,0,Pakistani
USR018499,30,168.4,5052.03,4,13.33,13,2,41.54,0.404,1,Dubai,In-App Wallet,0,Arabic
USR018506,27,116.17,3136.56,2,7.41,7,0,41.75,0.392,0,Sharjah,In-App Wallet,0,Indian
USR018508,44,148.68,6542.08,1,2.27,14,7,45.87,0.364,1,Dubai,Apple Pay,0,Indian
USR018510,38,156.22,5936.36,7,18.42,11,3,43.91,0.379,1,Dubai,In-App Wallet,0,Indian
USR018511,23,106.56,2450.89,2,8.7,3,2,48.56,0.401,0,Dubai,Apple Pay,0,Chinese
USR018522,32,144.78,4632.83,2,6.25,9,5,39.34,0.372,0,Dubai,Apple Pay,0,Indian
USR018524,28,126.03,3528.83,1,3.57,11,3,46.13,0.429,1,Dubai,Credit Card,0,Indian
USR018527,15,104.26,1563.87,2,13.33,4,4,37.61,0.395,1,Abu Dhabi,Debit Card,1,Chinese
USR018530,24,135.33,3247.96,3,12.5,9,2,43.0,0.405,1,Dubai,Credit Card,0,Chinese
USR018532,17,113.25,1925.31,1,5.88,3,1,41.95,0.412,1,Dubai,Apple Pay,0,Indian
USR018538,30,127.21,3816.42,1,3.33,11,3,39.0,0.356,1,Abu Dhabi,Credit Card,0,Indian
USR018540,28,132.1,3698.81,3,10.71,7,3,39.3,0.367,1,Dubai,Credit Card,0,Arabic
USR018544,33,138.27,4562.77,2,6.06,9,3,44.1,0.404,1,Dubai,Apple Pay,0,Indian
USR018548,22,138.06,3037.31,4,18.18,5,1,48.23,0.425,0,Dubai,Credit Card,0,Indian
USR018549,12,168.63,2023.57,1,8.33,5,1,47.69,0.406,1,Dubai,In-App Wallet,1,Italian
USR018552,28,89.62,2509.45,2,7.14,11,2,36.69,0.361,0,Abu Dhabi,Credit Card,0,Indian
USR018564,33,124.38,4104.57,2,6.06,6,6,41.81,0.381,1,Dubai,Debit Card,0,Indian
USR018568,36,112.3,4042.69,4,11.11,14,2,40.63,0.358,1,Dubai,Debit Card,0,Indian
USR018574,21,149.59,3141.46,3,14.29,7,2,41.01,0.366,0,Sharjah,Apple Pay,0,Indian
USR018577,22,120.97,2661.32,3,13.64,6,3,48.11,0.405,1,Dubai,Credit Card,0,Indian
USR018580,11,108.13,1189.48,1,9.09,5,3,33.77,0.364,1,Dubai,Apple Pay,1,Indian
USR018581,31,127.26,3945.0,7,22.58,7,2,40.07,0.357,0,Dubai,Credit Card,0,Indian
USR018585,38,114.97,4368.94,5,13.16,13,3,42.28,0.357,1,Dubai,Apple Pay,0,Indian
USR018592,21,127.67,2681.11,0,0.0,4,2,38.63,0.364,0,Dubai,Credit Card,0,Indian
USR018593,20,133.47,2669.44,2,10.0,7,1,46.93,0.372,0,Abu Dhabi,In-App Wallet,1,Indian
USR018597,24,129.55,3109.3,3,12.5,7,0,39.08,0.388,1,Dubai,Apple Pay,0,Indian
USR018600,34,116.38,3956.88,4,11.76,9,5,42.54,0.39,1,Dubai,Apple Pay,0,Indian
USR018601,21,127.54,2678.39,4,19.05,8,1,41.67,0.405,0,Dubai,Apple Pay,0,Indian
USR018602,29,141.69,4108.9,2,6.9,8,2,46.12,0.383,1,Abu Dhabi,Credit Card,0,Indian
USR018603,33,115.41,3808.4,7,21.21,7,1,42.22,0.357,0,Abu Dhabi,Debit Card,0,Indian
USR018614,33,102.27,3374.93,3,9.09,9,3,45.27,0.39,1,Abu Dhabi,Apple Pay,0,Indian
USR018615,26,96.87,2518.6,2,7.69,9,1,42.48,0.384,0,Dubai,Debit Card,0,Filipino
USR018620,31,111.23,3448.05,1,3.23,15,4,45.92,0.399,1,Abu Dhabi,Credit Card,0,Indian
USR018621,33,125.42,4138.99,2,6.06,6,2,44.42,0.393,0,Dubai,Apple Pay,0,Indian
USR018628,11,116.06,1276.69,1,9.09,3,3,48.13,0.42,0,Dubai,Apple Pay,1,Indian
USR018632,13,175.84,2285.92,3,23.08,5,2,45.14,0.375,1,Dubai,Apple Pay,1,Filipino
USR018636,17,85.61,1455.41,0,0.0,8,2,40.85,0.41,1,Dubai,In-App Wallet,1,Pakistani
USR018637,31,100.68,3121.16,3,9.68,7,2,41.91,0.359,1,Dubai,Debit Card,0,Indian
USR018656,36,98.19,3534.78,3,8.33,9,4,40.81,0.369,1,Dubai,Apple Pay,0,Indian
USR018657,25,76.73,1918.37,0,0.0,10,3,43.27,0.367,1,Dubai,Credit Card,0,Indian
USR018665,36,123.52,4446.85,5,13.89,9,3,46.77,0.428,0,Ajman,In-App Wallet,0,Indian
USR018670,23,99.12,2279.65,1,4.35,10,2,40.0,0.395,1,Abu Dhabi,Credit Card,1,Indian
USR018673,16,80.3,1284.74,1,6.25,6,3,50.05,0.354,1,Sharjah,Credit Card,0,Indian
USR018676,10,105.56,1055.64,2,20.0,2,5,46.18,0.446,1,Dubai,Credit Card,1,Indian
USR018678,37,118.99,4402.78,5,13.51,14,5,42.43,0.398,1,Abu Dhabi,Credit Card,0,Indian
USR018683,24,82.42,1978.01,5,20.83,10,0,40.12,0.386,1,Dubai,In-App Wallet,0,Indian
USR018687,11,145.69,1602.61,0,0.0,3,1,53.57,0.409,1,Abu Dhabi,Debit Card,1,Arabic
USR018700,29,168.21,4878.16,4,13.79,8,1,39.17,0.409,1,Dubai,In-App Wallet,0,Indian
USR018702,20,143.06,2861.2,2,10.0,4,2,49.51,0.351,1,Abu Dhabi,Debit Card,0,Indian
USR018703,20,150.41,3008.19,1,5.0,4,4,41.74,0.41,1,Abu Dhabi,Credit Card,1,Pakistani
USR018705,27,124.18,3352.98,2,7.41,5,2,46.75,0.373,1,Abu Dhabi,In-App Wallet,0,Indian
USR018708,24,172.55,4141.11,2,8.33,6,2,43.27,0.37,1,Abu Dhabi,Credit Card,0,Indian
USR018715,22,84.67,1862.65,3,13.64,9,3,40.74,0.365,1,Abu Dhabi,Credit Card,0,Lebanese
USR018716,40,126.45,5057.87,7,17.5,13,0,41.52,0.378,1,Dubai,Apple Pay,0,Chinese
USR018718,38,109.89,4175.83,5,13.16,13,4,42.25,0.385,1,Dubai,Apple Pay,0,Filipino
USR018719,28,116.44,3260.38,1,3.57,6,3,38.73,0.36,1,Dubai,Apple Pay,1,Indian
USR018721,23,125.9,2895.81,2,8.7,6,3,42.37,0.353,0,Dubai,Debit Card,0,Indian
USR018727,28,113.1,3166.79,9,32.14,12,3,42.01,0.389,1,Dubai,Apple Pay,0,Indian
USR018730,31,103.57,3210.78,1,3.23,7,2,44.11,0.351,0,Dubai,Credit Card,0,Indian
USR018744,13,131.0,1702.99,1,7.69,1,3,39.18,0.357,1,Dubai,Credit Card,1,American
USR018754,14,263.38,3687.38,0,0.0,7,2,40.92,0.373,1,Dubai,Credit Card,1,Lebanese
USR018760,25,85.44,2135.91,8,32.0,8,0,39.11,0.342,1,Sharjah,Debit Card,0,Indian
USR018762,19,138.38,2629.24,0,0.0,3,3,45.69,0.342,1,Sharjah,Credit Card,1,Indian
USR018763,16,111.73,1787.62,3,18.75,3,1,33.43,0.356,1,Ajman,Credit Card,1,Indian
USR018764,22,127.72,2809.93,4,18.18,7,0,43.48,0.439,0,Dubai,Credit Card,0,Indian
USR018765,30,134.06,4021.91,3,10.0,11,2,39.8,0.366,0,Dubai,Credit Card,0,Indian
USR018766,24,102.03,2448.79,3,12.5,7,2,40.03,0.372,1,Dubai,Credit Card,0,Indian
USR018769,13,85.58,1112.55,2,15.38,8,2,38.46,0.36,1,Sharjah,Credit Card,1,Indian
USR018775,34,137.79,4684.94,6,17.65,7,3,41.42,0.396,0,Abu Dhabi,Credit Card,0,Indian
USR018779,11,153.95,1693.4,0,0.0,2,0,30.95,0.354,0,Dubai,Debit Card,1,Pakistani
USR018780,18,152.57,2746.3,3,16.67,8,1,39.05,0.331,0,Dubai,Credit Card,0,Indian
USR018787,26,121.23,3152.1,5,19.23,9,1,46.25,0.386,1,Sharjah,Apple Pay,0,Arabic
USR018794,17,135.03,2295.51,2,11.76,7,3,43.17,0.336,0,Abu Dhabi,Debit Card,1,Indian
USR018803,17,105.6,1795.21,2,11.76,8,1,43.39,0.353,1,Dubai,Apple Pay,1,Indian
USR018806,30,109.21,3276.18,2,6.67,10,2,37.56,0.347,1,Dubai,Apple Pay,0,Indian
USR018812,31,142.93,4430.93,6,19.35,8,1,47.36,0.349,1,Dubai,Apple Pay,0,Arabic
USR018813,37,121.34,4489.53,2,5.41,16,3,39.49,0.346,1,Sharjah,Apple Pay,0,Indian
USR018818,29,131.79,3821.8,5,17.24,9,5,41.96,0.393,0,Sharjah,Credit Card,0,Indian
USR018819,23,156.64,3602.82,4,17.39,9,1,39.01,0.343,1,Dubai,In-App Wallet,0,Indian
USR018821,29,142.31,4127.08,1,3.45,7,1,46.86,0.359,1,Dubai,In-App Wallet,0,Indian
USR018823,27,100.54,2714.57,4,14.81,10,3,41.41,0.371,1,Dubai,Credit Card,0,Filipino
USR018827,22,132.6,2917.22,1,4.55,7,1,43.07,0.346,1,Abu Dhabi,Apple Pay,0,Indian
USR018847,25,119.48,2986.98,4,16.0,8,2,47.56,0.343,0,Sharjah,Apple Pay,0,Indian
USR018855,29,124.78,3618.53,2,6.9,6,4,39.86,0.379,1,Dubai,Apple Pay,0,Indian
USR018856,29,118.13,3425.72,4,13.79,4,3,45.57,0.382,1,Dubai,Apple Pay,0,Pakistani
USR018862,23,98.6,2267.9,1,4.35,5,3,41.17,0.375,0,Dubai,Apple Pay,0,Indian
USR018863,29,115.57,3351.6,3,10.34,11,2,48.25,0.369,0,Dubai,Apple Pay,0,Indian
USR018868,14,110.69,1549.62,2,14.29,6,1,52.46,0.366,0,Sharjah,Apple Pay,1,Indian
USR018869,28,113.41,3175.38,0,0.0,6,3,39.73,0.406,0,Abu Dhabi,Apple Pay,0,Filipino
USR018870,29,153.3,4445.62,3,10.34,10,2,40.92,0.383,1,Abu Dhabi,Credit Card,0,Japanese
USR018889,26,113.79,2958.62,1,3.85,3,2,37.11,0.354,1,Ajman,Credit Card,0,Arabic
USR018891,25,148.0,3699.88,5,20.0,7,4,45.31,0.329,1,Dubai,In-App Wallet,0,Italian
USR018897,13,106.82,1388.6,1,7.69,6,0,40.08,0.346,1,Dubai,Debit Card,1,Indian
USR018898,27,91.67,2475.17,6,22.22,14,1,41.41,0.393,1,Abu Dhabi,Credit Card,0,Arabic
USR018911,30,95.81,2874.34,6,20.0,6,2,48.02,0.398,1,Dubai,Apple Pay,0,Indian
USR018912,21,133.8,2809.89,3,14.29,9,1,35.17,0.384,0,Sharjah,In-App Wallet,0,Indian
USR018914,30,132.38,3971.5,5,16.67,6,1,48.91,0.422,1,Abu Dhabi,Apple Pay,0,Indian
USR018933,23,104.5,2403.55,1,4.35,4,3,36.32,0.334,1,Dubai,Credit Card,0,Arabic
USR018935,22,147.1,3236.21,0,0.0,5,8,44.55,0.425,1,Sharjah,Credit Card,1,Indian
USR018936,30,106.54,3196.14,2,6.67,10,5,44.02,0.348,1,Dubai,Apple Pay,0,Indian
USR018937,25,105.85,2646.15,1,4.0,6,1,45.3,0.368,1,Abu Dhabi,Credit Card,0,Chinese
USR018938,32,136.24,4359.53,4,12.5,7,4,42.12,0.403,1,Dubai,In-App Wallet,0,Indian
USR018949,33,150.14,4954.53,1,3.03,10,3,49.0,0.395,0,Sharjah,Credit Card,0,Indian
USR018953,29,139.79,4053.77,2,6.9,6,1,37.92,0.37,1,Dubai,In-App Wallet,0,Pakistani
USR018955,35,108.36,3792.58,5,14.29,8,2,44.09,0.431,1,Sharjah,Credit Card,0,Indian
USR018957,17,127.61,2169.39,1,5.88,5,1,41.49,0.379,1,Sharjah,In-App Wallet,1,Italian
USR018960,26,143.53,3731.79,3,11.54,7,1,46.4,0.394,1,Sharjah,Apple Pay,0,Indian
USR018968,24,129.98,3119.46,2,8.33,5,2,42.06,0.403,0,Dubai,Apple Pay,0,Indian
USR018971,27,201.88,5450.78,5,18.52,11,5,35.14,0.342,1,Sharjah,Apple Pay,0,Indian
USR018973,28,107.11,2999.13,2,7.14,8,1,49.3,0.413,0,Dubai,In-App Wallet,0,Chinese
USR018974,32,129.17,4133.52,6,18.75,9,6,45.76,0.373,0,Dubai,Debit Card,0,American
USR018982,31,102.21,3168.39,5,16.13,10,4,43.34,0.341,1,Dubai,Credit Card,0,Indian
USR018984,29,145.49,4219.11,1,3.45,9,4,42.9,0.367,1,Dubai,Credit Card,0,Indian
USR018985,30,158.37,4751.22,3,10.0,8,0,44.89,0.408,1,Abu Dhabi,Credit Card,0,Indian
USR018991,31,129.0,3998.96,3,9.68,7,1,45.43,0.38,0,Dubai,In-App Wallet,0,Indian
USR018998,14,115.33,1614.6,1,7.14,1,2,39.99,0.349,1,Sharjah,Credit Card,1,Indian
USR018999,22,123.66,2720.54,2,9.09,4,3,43.83,0.345,1,Abu Dhabi,In-App Wallet,0,Indian
